duration,awakenings,stress,caffeine,screen_time,exercise,mood,sleep_score
6.4507192784241925,2,10,14,86,8,3,24.81703547977057
6.236131102073884,1,4,219,88,105,5,39.74710993457232
5.558522702561957,1,6,229,17,91,4,50.22113198048373
8.34052068213151,2,3,264,107,76,2,33.63082984969156
6.975254410472624,3,9,263,134,83,3,1.614280671949742
4.486277295445888,1,8,109,114,115,1,11.58087559278405
5.3210992116988685,2,6,199,53,76,3,16.447436239977314
8.099552581957575,0,4,225,66,26,3,42.49823518926481
4.456785156941801,2,7,184,92,89,2,8.138986321902138
9.107241484292611,2,3,30,137,62,1,44.344987673461596
6.970879162083846,4,10,101,58,92,1,21.218087697224593
6.883519463959888,1,8,258,68,28,1,1.0951454478890579
7.554446707957106,3,1,98,97,21,2,33.665416026711036
8.948085795550895,3,3,298,7,72,5,57.345053367176924
6.086855247413158,4,5,284,54,87,1,5.152829449718029
8.068096915354381,5,5,265,133,105,5,20.687555005830745
7.394391783974746,3,10,139,128,18,4,7.92102293735081
5.602169621016528,2,2,285,55,37,2,8.327050894733922
9.271779918130948,4,10,215,103,94,5,40.596206184428894
8.784556129641569,0,8,31,113,38,1,46.67820559438402
7.950711007950553,1,5,87,87,14,1,36.86598857400114
9.103490374565451,1,7,62,137,53,5,55.62170694566497
9.203765205758813,1,7,278,107,31,5,27.4447308017547
8.250177860290208,2,5,73,22,114,4,84.4902205986452
9.022079970182032,0,8,123,143,109,2,50.613143862882026
8.184828770015702,4,9,268,100,111,3,18.227378228382673
8.080844630561803,4,4,284,143,45,4,11.44784098559233
7.711668269291106,1,4,120,55,60,4,60.03803205243477
8.516299837345848,0,8,211,107,92,4,49.54288333686003
4.951630631758443,0,1,147,94,120,1,38.55291498006024
9.28522455519357,0,4,77,5,51,5,88.54333151938745
9.231061166471392,3,6,13,29,33,2,64.04785775340352
4.175483698207355,3,4,135,128,72,1,0.0
8.954900503388576,1,6,279,50,34,4,38.06605649646629
4.773219204840672,0,5,78,105,69,2,23.346836854210537
6.010713125554851,5,9,242,88,36,1,0.0
8.461049537749647,0,10,192,126,77,3,39.927685972137205
4.9645593762898494,4,9,241,45,60,4,3.536375820149747
8.907802144714374,4,4,50,120,110,1,50.38321017695107
8.992805067746453,1,4,231,148,113,1,39.21640712071951
7.044806402565017,5,8,258,98,48,4,0.0
4.038315230301001,0,10,217,165,8,3,0.0
5.722228799049477,5,4,205,68,18,5,0.0
7.701561510254454,1,2,119,62,86,3,61.550391783314986
9.88711706816454,4,2,79,49,120,4,88.01758416805643
7.7908811621000105,4,1,41,11,104,5,84.77012309664264
5.558821486384959,3,5,20,68,27,1,15.922661702289423
7.804034218597668,1,6,9,72,79,3,62.226239695927255
7.239912278295133,1,9,152,43,25,3,24.192041852475697
8.679072370906862,0,5,293,51,37,5,53.510778580890374
4.64188383296175,0,6,85,8,39,1,35.64563575609461
8.566167415012167,3,6,112,117,24,3,41.655109613095796
7.247599472056661,2,3,188,9,98,5,68.11302669404353
9.777952023153968,5,4,111,45,117,3,67.61921792701185
6.051232996232116,2,1,174,102,68,1,18.410810904102394
7.795731358803689,2,4,3,36,70,1,50.17156630171377
9.592168633060105,1,1,221,51,22,2,53.522145313180005
4.6150583679440755,5,5,220,98,88,5,17.33882921099078
9.623370923418706,1,8,170,80,64,4,64.00769520230088
8.127314333804879,5,8,212,12,21,3,23.651336016008024
4.407022354631032,4,5,252,133,63,1,0.0
5.805781401680898,1,10,123,100,116,3,35.27720034818213
8.24903253187169,1,2,127,127,67,3,39.75685699691695
4.40410360881263,1,6,212,47,57,4,23.26204844098769
7.49302276105764,3,1,111,159,27,1,13.19747924058204
6.07529834171774,1,7,84,10,111,2,51.77708333409583
7.725493106604863,0,4,3,80,77,5,77.80432675426253
4.274452202875077,0,5,64,4,96,3,51.34392850907888
9.229220836914259,5,6,119,5,67,4,53.26225540212242
9.840933815064382,4,1,242,116,105,4,55.51349754806161
9.813267131714149,3,9,136,148,74,5,42.94808240600626
8.497910990457548,5,10,246,41,102,5,37.55156936910778
4.780517440783791,0,4,44,80,95,1,32.82491712018683
8.549579175574134,3,8,145,154,3,3,8.909677884766321
4.147521498752809,3,5,175,2,0,3,0.0
4.1327413091739835,4,8,41,59,25,5,6.1713505475692045
5.941661314897248,3,1,296,92,32,2,2.316951401012299
6.931859142427994,1,8,88,48,80,3,41.634885065649165
8.622444506846758,3,4,217,33,26,4,37.16751916841338
8.099772259639032,4,2,227,36,41,5,45.193000001293925
6.67541623826049,5,6,297,41,68,3,1.8041073634215818
5.641759997689995,4,2,290,0,70,1,22.523415682914
9.982747000946267,4,5,66,131,63,5,63.20068245489003
6.557087813415838,0,2,250,102,24,4,25.984067085065305
6.708322145978053,1,3,40,141,71,1,32.9805287288991
4.981742927150015,0,6,98,109,97,5,45.14697626721086
8.768857292499575,5,1,78,145,104,5,49.94688038819414
8.162093354688931,2,6,300,33,3,3,10.536033213349285
5.324617676732562,5,3,198,0,11,1,0.0
4.494286273695057,1,7,146,52,57,5,27.267379690382832
8.082995812448278,3,2,105,21,94,4,71.63610262135387
7.927067285686811,4,6,192,149,10,1,0.0
5.639557161989256,2,8,121,177,100,3,20.88619094328878
9.705181373502462,1,1,76,15,107,2,87.81575269560028
4.906347350685401,0,9,111,155,58,5,13.126134797359384
6.594008806255611,4,5,296,118,116,2,12.918583564102278
9.661695521005594,5,5,169,85,35,5,34.16866057319238
6.518363901556734,0,5,5,41,108,3,67.81197561813396
7.8311556859845135,1,6,196,70,21,3,32.24935278224526
6.385566387776766,1,2,97,116,64,3,35.78358466730064
5.64529121409202,5,6,229,162,49,3,0.0
9.903865887758968,2,4,167,19,3,1,42.6149776371163
6.456004037890258,5,8,296,107,99,1,0.0
9.364595222074806,3,9,264,129,71,5,21.25523481987375
5.3797276353465175,0,9,7,6,88,1,50.03563684687882
5.2786282241505,2,8,171,176,91,5,6.309742499306024
4.186804497307068,4,3,194,8,51,1,2.6698916274706126
7.91000095225531,3,10,268,26,101,1,23.836149792966324
6.211158062342567,2,4,18,129,99,1,36.106724205241115
9.186149499037821,0,1,48,84,99,4,92.69081912223626
6.839259440149343,1,9,157,59,42,3,29.64888344245273
9.80916056748833,4,5,65,111,104,4,61.83448803244943
5.113153094218727,5,6,58,85,45,1,5.40204048344999
9.211739007733666,0,3,158,176,3,1,18.073578424258116
8.65958111675045,3,10,270,129,12,4,3.6436933413674573
8.625531067864312,3,8,120,144,37,5,35.43540342496883
9.068699368701326,1,7,253,82,44,3,39.96679104795696
8.566143945657993,1,1,260,103,24,5,39.48830701595429
7.7573219297884926,4,10,134,87,66,3,18.61734797336782
4.787469266094325,5,5,273,19,54,2,0.0
4.1951570769475115,4,10,55,125,95,3,5.974061435568709
9.525087086894121,1,9,95,97,38,5,53.33441138590876
7.699901887124428,1,6,113,159,64,3,36.07483053761268
8.779223745857058,3,8,27,50,74,2,56.0219637039029
6.8891341090753,1,10,1,87,1,2,35.60504021377926
4.703849133774367,2,1,211,169,68,1,0.0
4.751114753215303,0,10,67,62,119,2,34.66986461863677
8.113391723373828,1,7,127,88,85,4,48.489715809991964
6.581835369396776,4,3,23,130,61,5,36.55875271531881
5.20314836020202,5,9,252,88,45,4,0.0
6.949567280448621,5,6,229,91,76,4,4.476373939969525
4.385253622450804,5,5,175,75,111,5,14.262758178141368
7.4918284114863924,2,8,220,25,86,4,46.75472333936224
5.613960426610586,4,8,35,175,110,4,17.083238394887143
8.78535460382313,2,3,1,107,30,4,64.69262242578088
5.862171753541443,1,2,273,7,98,2,34.13892513806227
6.731320894490807,0,2,176,132,101,5,58.88498125669254
4.069723239448604,5,5,263,138,104,5,0.0
4.434681326767353,4,10,185,41,34,5,3.426599660013175
6.354961338440109,5,7,14,118,44,4,9.94374211758231
6.879633008302741,2,8,278,168,76,2,1.809828045708847
7.600123288715823,3,10,193,107,53,5,18.573882383785673
5.749975472255819,1,8,197,146,70,3,3.435758234798718
8.169891316759255,0,8,63,175,68,5,48.82312524253883
9.160734383135228,1,10,289,180,28,1,0.0
8.679105933360098,3,3,17,119,71,3,61.253266474366804
4.237712952090143,0,2,63,159,7,5,21.41702033178899
6.883041683546974,3,4,250,45,53,4,23.052111127831452
4.629581070509049,1,1,16,91,6,5,31.148875328251084
5.452270095175165,2,3,140,163,82,2,13.048006966651535
9.919975559602879,1,9,244,145,102,2,40.93111207356688
4.854973257409079,1,7,289,73,22,5,9.305010766624873
6.993328920708136,1,7,86,95,99,4,56.717209664734916
7.708934405908715,4,1,198,17,105,4,59.54510175881059
8.214789823264624,3,7,160,139,31,4,19.998407669975716
7.357892100921484,3,10,139,114,61,5,17.346366634334515
4.058625084515102,5,7,75,71,44,5,11.59565547341776
5.9587678494639515,3,4,18,45,67,1,33.88465980638333
7.106269860308268,5,7,49,37,29,2,29.807693417930764
4.527198994869,4,8,231,129,114,3,0.0
6.103761587255084,2,3,294,8,105,3,50.47318040781456
4.1992186527482,5,10,11,107,38,2,0.0
4.471470982930125,1,2,14,132,4,1,1.2116697073366067
6.381539657209577,2,7,27,97,66,2,29.613573189703885
4.796294524258363,4,5,291,18,21,1,0.0
7.405245089569349,3,5,249,70,27,1,4.0563796143465085
8.136789814823594,5,5,97,38,21,4,33.4256810993452
8.803520194654498,1,7,38,41,85,2,63.2101324309921
5.200901465468861,0,9,37,144,97,3,32.1858181292465
5.004895493554418,0,8,299,89,28,5,7.49289036015671
4.627407042006402,2,6,178,173,42,5,0.0
7.81858149726182,3,7,96,106,41,2,34.23325677883745
8.238854358921408,0,9,281,147,59,5,30.378401177773558
4.189516868953852,2,6,237,135,118,1,0.0
9.617273477462138,4,1,163,95,76,5,53.65715798653768
4.311827701908834,2,4,96,146,70,1,4.361002728923186
7.247778011806423,2,8,256,31,73,1,22.16311476371795
8.254363116705498,2,7,261,125,91,3,33.76677613674287
9.225814742476514,1,3,292,146,67,5,45.30633328161894
8.284521592794567,2,10,257,23,58,3,27.27424549767957
8.81036849841875,5,3,248,23,95,5,62.953206134904576
6.036701155256837,2,3,244,119,85,1,15.48840030625729
8.888950682479074,1,1,250,17,83,5,75.75772856850745
4.480689078308051,1,10,122,139,111,3,16.052038617046428
9.368899936363166,4,1,168,40,83,4,68.60474260704694
7.285554256922417,3,6,174,86,5,3,5.656817652578828
8.903786619774962,0,1,268,175,72,4,48.05209739134708
6.713909707109801,0,5,203,81,27,2,22.41066029040895
7.86146617117915,2,4,65,143,76,3,48.09489596424862
7.15841596561668,4,5,58,150,30,5,20.266418101902044
8.389537130531991,2,7,218,166,38,4,16.12612110210385
4.489779892183537,0,6,265,32,49,5,32.64926129695525
4.362112503943383,1,9,140,23,77,4,35.468127152624405
5.482619404060879,3,6,235,60,85,3,0.13314933265048623
4.95726808067913,4,9,217,54,36,3,0.0
9.23070139955321,1,4,14,83,117,5,94.49401773180357
5.315283924148266,3,1,137,167,108,3,19.44802774535774
9.855191534914788,4,1,231,118,87,5,50.78899193411338
6.0213747506266415,4,10,88,71,71,1,4.542076530279855
5.0927074941321955,0,7,76,73,14,4,23.075313562598822
8.738191042854876,1,3,135,128,50,5,50.93653209109646
7.952246653005257,4,2,109,84,104,4,49.944974918678845
6.989174298718834,5,6,300,152,69,1,0.0
7.332181305625787,4,6,90,95,22,4,24.9410863870014
8.315210669633583,3,7,189,52,24,5,36.205469433255985
5.370728447987792,0,5,72,173,94,3,35.21177650832829
9.978003496340452,2,8,172,109,45,4,45.375512108006674
9.848758972880699,0,7,34,59,92,4,84.0233417964883
7.901954118081621,2,2,209,50,22,1,31.954504228787663
5.197254705574871,1,1,297,120,9,2,0.0
8.081369454587747,1,9,132,72,72,3,49.68402714664665
4.433190453875055,4,5,282,175,112,5,0.0
4.183915013234836,5,5,197,167,76,1,0.0
5.546097331067282,1,10,31,6,31,5,41.21182044569868
6.775737740435898,4,4,135,74,112,5,51.74459259543859
9.209635032450283,0,2,247,18,50,4,71.35706652023923
8.363014418597848,1,5,145,142,108,1,44.83745529287073
8.456239127199886,0,2,142,69,40,1,61.378256942875616
6.552960006688452,0,7,233,55,64,3,24.77209758071522
6.075609955281777,5,9,43,137,64,2,0.0
6.226232577907616,1,9,31,173,100,5,34.470584899732636
9.925897382416347,0,6,230,79,39,3,44.13725084305274
4.240655148474895,5,1,27,108,17,3,0.0
9.202188976734691,5,6,159,34,35,5,47.239690966194395
7.472052451434361,1,5,206,71,30,4,32.884849285562794
6.6316925151375425,5,4,17,91,53,4,30.771858594502124
8.35154596249082,1,6,102,2,62,5,66.1662602271918
6.920013648548217,1,6,69,65,0,1,20.644147979250665
9.240539428489964,2,6,118,180,110,2,43.315821849981795
9.40421118406755,0,2,138,51,51,4,80.89569158527598
6.5303255612407325,3,7,159,92,99,2,16.38468916700142
5.660966783410309,1,4,231,180,56,3,2.9126905386767814
7.554101971560174,0,9,147,46,8,3,39.500239256159176
9.474180073700147,5,10,242,2,85,5,45.284690828151525
5.263973134034,4,2,34,142,119,5,30.217311335011935
7.737799501380897,1,5,238,83,91,5,58.4149415644548
7.789361320555123,5,4,148,33,89,4,50.939375277132655
8.398678134491686,5,9,110,49,115,2,46.119744284660776
4.789406110763559,5,4,16,32,73,3,19.912997319048166
8.29494978809253,5,8,225,72,55,2,20.171876933976318
9.454195123993845,5,8,139,2,46,4,44.03384723306144
5.078098653221452,1,6,143,1,2,2,15.110927838003791
5.425259949543266,3,6,259,131,1,2,0.0
9.828370564249838,2,8,216,15,53,5,66.51165042377474
5.085861716256939,5,10,161,32,36,2,0.0
9.126310560217474,5,9,91,8,55,2,43.735856311344584
6.953667138688209,2,5,173,56,30,2,24.875508890594176
5.483386446419062,1,1,204,39,96,1,37.4918815528879
9.224499407635069,0,1,152,51,95,3,79.11207494234957
6.671831530015993,4,2,102,15,106,3,64.23535517666677
7.088904123578141,4,10,201,135,11,2,0.0
6.155400216398594,0,10,279,86,57,5,23.321138268028843
7.557705108609564,1,5,64,59,66,5,67.61159049607957
4.981143235510137,4,4,116,163,118,5,28.354260648176556
6.3464892199105645,2,1,152,2,111,3,69.92903058784758
9.816473934011725,0,4,155,14,25,4,74.26151514167658
5.548800596206766,3,4,163,101,77,2,18.159042965944558
7.940419987247753,1,10,81,22,11,3,50.3310617835779
5.951140385348169,0,4,5,130,115,5,65.86657258150743
8.640838754119603,4,1,66,157,89,3,43.277875990964276
4.785241964310099,1,9,237,172,15,3,0.0
9.818926270471268,2,3,71,16,52,3,71.26151350403114
6.7227372483018355,1,4,94,113,71,5,52.15764870805497
5.416302780078784,1,5,77,57,48,4,44.45270328133344
4.440980483980076,2,7,66,109,48,1,2.15596974483625
5.018547430525245,5,6,175,134,91,2,0.0
7.118643691336106,2,5,171,166,6,2,6.790737039310567
6.022019058587718,1,8,254,77,14,3,0.0
8.973300195295657,2,1,62,142,104,4,64.18996100608338
6.585325141970836,5,7,245,43,35,5,9.874242531626427
5.492285635525779,0,6,191,11,71,1,34.013877979250395
7.70286991962418,2,5,70,7,73,1,57.817530184118546
8.240663301312676,2,7,228,79,14,3,21.12794198360237
5.002251447405699,1,3,62,40,118,3,66.45156373825321
5.005715297729906,0,1,296,161,61,5,17.188230753921925
4.220028561601258,3,9,244,45,17,5,0.0
8.418412090393844,3,2,6,28,45,5,78.26540287695757
7.98282716573083,4,10,259,15,100,3,25.998248664823997
6.847785254498883,2,3,88,132,104,4,49.133629599563456
9.065022693815184,2,8,176,4,108,3,77.8701174502599
8.834020917700318,0,10,203,29,60,3,50.01707973856793
7.512126186380513,5,9,133,116,120,1,15.09057353592732
9.209627683079551,3,3,81,177,114,5,64.42989937202152
5.235047260220609,4,6,20,4,42,2,23.371111768797945
4.671517716386367,0,7,127,140,43,5,14.12028550024641
5.618497669101938,2,1,194,48,98,4,43.63156438132757
4.342521136535889,3,7,193,88,65,4,11.18355078246357
7.187017168006192,4,4,183,49,54,5,35.846377219995006
9.61963415376977,1,5,246,13,85,5,69.80003139971794
4.236061244011058,3,8,159,107,78,3,0.0
4.732659484060161,4,4,193,45,100,2,27.095300532753633
6.7131941697006114,0,4,109,81,38,3,41.688881510434385
9.60325010516743,1,8,65,125,99,1,59.4155600128332
5.8969366298605035,4,5,253,83,4,1,0.0
7.043408852130355,4,6,282,33,56,4,22.252200663399922
4.249437154302353,2,5,59,70,111,4,47.475478825759815
4.890059205772533,5,1,117,174,14,2,0.0
9.919780737753081,3,7,43,59,90,4,77.01784646843423
9.790712178616273,2,6,209,73,15,1,23.98029938281158
4.029639885606458,1,2,35,80,56,2,38.51811634335229
9.710870712539434,5,7,18,138,99,1,43.979645351538345
7.834719626893002,4,6,90,97,101,5,48.69712112671589
9.207509767120133,2,5,300,90,81,5,47.42070752053024
6.728439133803155,5,8,211,94,98,2,6.010655531186898
7.093576171475501,3,5,221,177,24,3,0.0
6.933079481541521,1,2,216,131,21,4,12.043826807250532
8.001185545276627,0,6,222,168,119,2,39.06965570172923
4.837907528537878,2,1,97,59,30,4,29.97053349194113
4.179841539236068,1,5,18,112,100,1,29.41537333352426
5.8475796495471455,0,6,296,80,33,3,9.481585130836196
8.22808457641988,2,7,25,83,86,4,59.13616170732059
5.21112071273769,1,2,27,24,15,5,49.70009097963664
8.040594599949504,1,1,63,32,69,5,74.87958287581029
9.819472276643623,5,6,222,18,58,1,35.5728941508219
4.56340429473651,2,3,79,56,14,2,5.464804726950142
8.035612709350758,1,5,50,14,81,4,83.8056615856267
6.662501315827427,4,2,101,40,101,1,45.20469363825663
9.208853526265031,2,1,175,59,12,5,52.70656549466685
5.062898736684316,1,1,9,108,23,5,43.65887996016471
8.155755713356987,5,4,236,95,12,5,16.370283494791966
9.02869173788866,0,10,99,21,64,3,61.78448274768498
9.667685316844139,0,2,227,170,111,3,51.943768415274334
8.099488169737874,4,1,63,159,35,5,40.32808377503526
6.983048584050564,2,6,18,140,48,2,24.759646103396005
7.707083441207283,5,4,140,165,81,3,24.881515378138662
9.21342990687231,1,10,24,25,47,4,69.96094125772107
7.423658479832978,1,7,227,132,96,3,28.191354356177243
4.182322358181021,0,6,88,124,101,4,42.231105864233854
9.585692173041867,5,5,91,176,42,3,28.634436514016627
8.137160506189367,4,10,41,96,5,5,7.971851473994409
8.059080314663479,0,2,294,132,80,4,42.6406836733535
5.294050914386303,0,5,80,70,67,2,30.515295688361643
7.953312821395944,4,9,106,175,13,3,0.0
6.363186433924951,2,9,110,17,29,3,27.59849614347359
7.907397862248953,1,2,276,94,109,5,60.012758774262686
4.639558181847944,2,7,213,133,83,4,7.706627498684751
7.947071827618216,5,10,230,65,7,5,11.882606670436404
9.996482354624,3,4,120,126,53,4,56.40485072453533
4.289272233163336,3,3,133,41,65,3,24.304579177600882
9.863045105327904,3,1,207,116,100,3,59.878489124956275
6.441447764337224,4,3,256,179,3,3,0.0
9.224520702023554,0,9,184,10,73,3,64.39811623356718
8.69431290434964,2,9,285,25,83,1,32.1863202244545
7.402097565920007,1,7,179,148,59,3,14.87224709583074
8.43069525550796,3,3,47,167,119,3,60.943048929780524
9.271093367808088,2,3,86,55,52,4,69.01745149690227
6.424841929906198,3,4,18,117,98,3,58.26676397010594
5.962198969379433,3,7,45,178,111,3,22.253261629556505
8.005560313381508,1,7,55,147,73,4,49.737373154135746
8.84707565164755,5,2,228,56,91,3,47.12579664788914
8.573710808659694,5,5,144,4,14,3,28.513519937667326
8.786881893151808,5,7,91,13,99,5,66.57112704794393
6.613499888877598,4,7,81,23,0,1,11.147972937973378
8.90700529705013,0,6,224,67,21,4,45.42093476135019
4.72125433222365,4,10,78,179,90,5,8.499721118170903
7.266934587765097,2,10,149,47,92,2,31.883399779234164
4.034551962988729,4,8,282,174,14,2,0.0
5.947514979401622,2,3,159,59,73,1,35.37010795880487
6.198769209228387,2,1,155,2,83,2,46.97371156071227
6.377036149655533,0,3,155,118,21,1,17.6151926171161
8.172803240139173,1,2,201,136,49,2,45.592282071805855
6.331348607622075,0,2,116,99,47,2,40.67274418675688
6.6921617357351835,5,2,153,82,116,5,42.03963983600171
5.425264785245965,5,5,118,23,72,2,22.781908749026773
6.2395107497760405,4,1,198,131,119,1,17.192284906919863
5.363617763578909,2,10,262,136,50,3,0.0
4.439175542610662,3,4,183,0,95,3,36.825224067211145
7.620691560288267,3,10,147,115,16,3,2.583569494984399
8.009276791330098,2,5,165,162,105,1,43.08277745562724
7.716942076057687,0,2,74,139,82,1,49.222208064483794
6.780964262803434,1,5,235,145,103,3,39.99737084357008
6.278714681075379,0,10,271,9,90,2,25.28636210600274
9.180001897430952,2,4,178,145,50,3,43.10081644411221
7.114490710817308,2,8,282,151,36,4,5.047890384795048
6.875091265778385,1,1,50,128,97,1,54.106127920669515
4.153852394838614,4,5,74,78,110,4,31.170932692090215
6.047486965756939,4,10,143,98,48,4,3.257836681316316
6.281173712715143,1,1,187,143,58,1,12.671837158372819
6.392936685381403,4,10,122,142,9,3,0.0
7.4810342153639935,3,10,250,132,29,5,6.213425010837619
7.2016152803612705,4,4,295,44,84,4,27.42036580377931
7.647430556760668,4,8,129,117,20,3,11.16721430488465
8.58929956925277,4,1,251,51,117,5,64.01252420989586
8.87791443229656,3,2,179,111,33,4,35.32318322565315
8.308738457358967,4,1,109,134,72,3,43.211430733990724
9.733142175729608,5,7,77,154,97,4,44.41241062069697
4.10939549605817,3,2,1,111,49,3,16.0252594674485
5.174667914101277,1,1,275,12,75,2,35.58421900393018
4.045377249868853,0,6,289,16,46,2,4.411395273816437
7.884848284927618,1,6,296,43,84,1,32.02878166323064
9.388183293699921,0,10,168,140,120,5,65.33238726719932
5.460893779457796,1,2,239,72,83,4,42.40870833893356
9.56220726877784,5,1,22,4,5,4,64.84491187217755
4.361604341737365,0,10,293,32,49,3,7.150943062938928
9.606616160833086,0,3,171,131,108,5,77.43138327334887
6.1097361234378065,2,10,285,153,99,4,5.235440865620747
4.608524970695299,0,5,192,67,62,5,31.757146931297758
6.915230555117954,0,6,168,15,11,5,48.238375621028744
5.540659406323048,2,3,117,149,40,2,8.31210405200975
5.709237411771537,4,9,5,35,30,4,31.54056538822001
5.84373978955772,4,5,131,101,1,4,1.2007537906177177
8.818155386995981,2,2,92,162,15,1,19.559037419941006
7.234967660051527,3,10,250,24,0,5,27.593724302262316
5.867846194936022,0,6,9,71,3,3,33.322592771436085
7.662002699865511,0,8,50,80,46,2,53.028537201047484
8.296904045339161,2,6,293,60,115,1,44.84918657251209
5.635744004401203,2,4,128,17,64,2,40.178690263128196
6.481294609152109,3,6,248,57,51,3,14.310220775229862
4.7313165600216855,5,8,101,75,46,1,0.0
5.086896097208082,4,8,82,120,98,2,2.6226177311400196
8.086707123789896,1,10,190,56,76,3,52.311062526077215
5.088630086173762,5,2,142,96,49,1,0.0
7.1509803020023615,4,8,236,62,44,3,9.005004268981178
8.254277570334596,0,6,286,11,41,1,38.345819664544685
4.641261538568463,5,2,276,10,94,4,17.82622686769623
7.403873317773421,2,1,290,140,83,4,28.363286797387065
5.539376702208182,3,6,168,162,55,2,2.2367088779388977
9.777561251425478,4,7,143,26,70,5,67.83855309551188
6.901273880319549,3,10,183,103,56,5,20.353760397518187
8.835955298650948,4,5,44,66,103,3,61.03987710922383
7.301359252937571,5,10,242,88,32,1,0.0
4.260475197128915,0,8,267,44,27,4,4.478125079810164
7.798908253564134,1,9,252,80,113,5,56.95989189686882
9.708420053239943,3,4,288,66,43,4,42.17346500333668
7.609670920877987,3,7,211,149,113,3,32.34294166855413
8.915133156560742,1,8,176,101,55,3,41.06863028823469
9.305238780090447,3,6,20,90,43,1,45.549576150928296
5.368478631693595,3,2,51,41,83,5,58.891601027508756
5.27226903944936,4,7,232,19,95,3,28.531111407950434
7.66588593310595,4,9,122,47,72,3,41.095588219038675
6.4661708188402285,1,5,99,17,33,4,52.63170631427775
9.039167817200322,0,2,213,127,13,2,40.04309303572389
9.400138740388067,5,4,134,76,67,5,50.34969980513975
6.120528275816309,5,3,217,5,28,1,7.9070415787243
5.421223353846893,3,4,87,38,78,1,24.27120757745815
8.683153091463172,0,10,279,10,16,4,41.777468733462584
5.648836213288817,1,7,39,111,82,1,30.490943009778405
8.935685911082071,1,10,239,152,101,3,24.69792824798228
6.542429521892577,4,8,135,107,8,5,7.199795887765822
8.005299395748823,3,1,181,93,26,1,26.016769661436108
4.573211883008009,2,8,264,54,48,5,6.767145778368959
7.743155948059438,1,5,258,83,78,1,32.602158445425026
6.710606072423374,3,7,181,57,36,2,7.376237362605423
7.519650779052845,0,1,20,36,27,2,61.02788470462147
5.0080852464691805,4,2,195,15,49,5,31.489372787573107
8.421242469665092,5,1,211,69,54,2,29.27279808554962
9.176782465259372,0,5,15,92,3,2,57.03032129531618
5.300438800544654,1,6,201,164,84,3,8.237571267481007
4.574287333120971,1,10,217,180,119,1,0.0
4.141831516278018,0,9,92,143,97,2,2.841257896214822
7.851829002659596,1,8,132,17,18,5,54.51135838004726
7.642564216532684,3,7,138,146,36,3,24.046844593690494
7.28018447628442,1,5,156,171,3,2,2.5663880642021555
5.391682576695852,4,3,69,129,36,5,13.031799676018979
6.345435975433088,3,9,14,137,50,1,12.234553961318786
7.566858011117038,2,5,234,45,31,2,32.75426054147003
6.980601153155016,1,3,211,18,44,5,51.7343226383254
9.926713121289325,1,3,289,37,111,5,74.95044819958541
4.818638515340399,4,3,59,36,11,4,18.356021939533825
8.170867324285563,4,6,251,111,40,5,14.617278192725541
6.425912608625753,5,1,1,44,55,4,43.3797360713288
6.569197689553689,0,4,235,116,79,1,23.950042687329596
8.305586593949057,0,8,18,161,13,1,24.41473647705099
8.154616907946217,0,3,48,129,53,3,54.29740664269691
9.94753596221313,4,5,77,43,62,4,66.58629103214959
4.770365736724751,0,2,27,96,64,5,52.53810495448417
4.624657896304998,0,2,47,82,115,3,48.260694834668485
8.346032902772446,2,7,95,123,118,3,56.25017183472626
7.470321502038455,0,10,164,123,57,1,19.202902700650647
5.644963999358835,1,3,175,26,95,5,59.67768627930039
4.47651621393392,5,5,72,47,20,4,10.681283981577323
4.513949497578583,4,3,28,93,3,1,0.0
9.36514524798471,3,6,156,6,72,3,64.39190045406635
5.151203948312458,5,10,278,154,119,2,0.0
5.940229372693125,2,3,282,84,114,3,36.44064529572145
5.359938413361928,4,8,6,111,45,2,3.0338263026131034
6.129977834991624,4,2,181,88,85,1,19.28690405639389
4.41654305647656,1,3,108,127,11,4,10.177632061924413
7.114358745449622,5,8,205,17,29,5,14.747064059075637
4.405675381553289,5,8,233,32,93,2,1.3666485280195246
8.802139046934169,0,1,186,160,95,5,63.82978666447273
5.402272491462599,1,8,7,95,59,1,15.934485773475926
7.2400714876270635,0,10,52,121,99,1,26.89383841850969
9.28047452536875,0,2,198,24,70,1,63.568572730810146
7.905264214283165,4,7,136,141,80,4,35.02165581076019
7.197746719308012,5,6,258,165,64,2,0.0
5.946002518692254,0,2,171,165,13,5,18.625028137800367
5.998011478349188,2,5,85,3,110,3,56.6118172532866
8.016921731189141,2,7,45,107,43,1,30.227475138399686
9.964836167327006,5,8,185,81,107,5,46.8015286113682
7.971035139096272,2,3,155,9,101,5,71.27412175465346
7.346700504220149,4,1,8,34,25,4,57.46268496409846
8.383903061435475,1,7,114,98,90,2,53.35733051504747
6.791233673702309,3,5,153,103,108,4,41.22864701560125
4.360854055604712,0,5,129,22,15,4,21.394432719866735
7.373780895267458,3,7,80,64,109,5,59.07709656564289
9.74575170703228,1,1,289,81,6,2,26.546788808818135
5.051817654145958,1,8,146,152,31,2,0.0
8.140029344923995,4,10,294,180,88,2,0.0
5.205602131954339,2,5,268,16,94,1,12.95198812846889
7.214966106838488,2,8,132,147,15,2,13.851856642158104
4.580058697880318,1,10,49,127,118,5,26.09297962053297
6.702225617549111,4,10,22,152,104,1,18.73600251830757
8.536979973371476,4,5,87,169,77,3,35.45503196519845
